telecommuting,has_company_logo,has_questions,word_count,unique_word_count,lexical_diversity,flesch_score,dale_chall_score,has_company_info,has_benefits,salary_explicit,log_company_credibility,location_clean_enc,required_experience_clean_enc,employment_type_clean_enc,industry_clean_enc,function_clean_enc,fraudulent
0,1,0,77.0,60.0,0.7792207792207793,44.445512820512846,10.872964102564103,1,0,1,2.772588722239781,822,6,2,60,13,0
0,1,1,54.0,39.0,0.7222222222222222,48.60037288135595,10.377203728813559,1,1,1,6.111467339502679,633,7,3,83,24,0
0,1,0,159.0,122.0,0.7672955974842768,31.00570887918488,12.116346754002912,1,0,1,3.6375861597263857,2150,7,3,83,24,0
0,0,0,237.0,170.0,0.7172995780590717,-12.383571428571429,14.922802380952382,1,0,1,6.51471269087253,2317,7,2,83,24,0
0,1,0,189.0,155.0,0.8201058201058201,23.957272727272738,11.187245454545454,1,0,1,2.0794415416798357,2419,7,3,83,23,0
0,1,0,273.0,208.0,0.7619047619047619,17.982642857142906,12.972338241758242,1,1,1,2.4849066497880004,931,6,2,24,13,0
0,1,1,201.0,159.0,0.7910447761194029,-24.361388888888882,14.417522222222223,1,1,1,4.59511985013459,16,6,2,120,32,0
0,1,0,239.0,169.0,0.7071129707112971,-6.821999999999974,14.100532511415526,1,1,1,2.833213344056216,1195,4,2,60,32,0
0,0,0,40.0,34.0,0.85,9.71950000000001,10.888300000000001,0,0,1,8.104401307921613,519,7,3,83,24,0
0,1,1,465.0,293.0,0.6301075268817204,32.19420405522004,12.48969372499804,1,0,1,2.8903717578961645,2150,7,3,83,24,0
0,1,0,97.0,70.0,0.7216494845360825,-2.0481578947368178,14.455115789473686,1,1,1,3.912023005428146,1055,1,2,90,23,0
0,1,0,68.0,47.0,0.6911764705882353,-51.1396774193548,14.087809677419354,1,1,1,2.5649493574615367,19,1,2,50,17,0
0,0,0,151.0,113.0,0.7483443708609272,0.09405610561060485,13.137466468646865,1,0,1,6.51471269087253,1912,7,2,72,24,0
0,1,0,185.0,162.0,0.8756756756756757,-21.295499999999976,13.496766666666666,1,0,1,6.354370040797351,153,3,2,26,2,0
0,1,0,316.0,236.0,0.7468354430379747,-57.16166666666663,16.814240740740743,1,0,1,6.354370040797351,2583,3,2,22,8,0
0,1,0,95.0,79.0,0.8315789473684211,-21.226818181818146,16.211336363636367,0,1,1,8.104401307921613,1681,1,2,22,13,0
0,1,1,231.0,180.0,0.7792207792207793,39.21399812734083,10.315660299625467,1,1,1,1.3862943611198906,2558,3,2,23,0,0
0,1,1,205.0,159.0,0.775609756097561,21.16608370702542,12.022801174460815,1,0,1,5.14166355650266,1327,7,2,89,13,0
0,1,1,51.0,45.0,0.8823529411764706,76.50452380952383,6.919076190476191,1,0,1,2.1972245773362196,495,7,2,75,24,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,2179,7,1,30,24,0
0,1,0,45.0,43.0,0.9555555555555556,34.20153846153849,13.390915384615385,1,1,1,6.588926477533519,2196,7,1,30,24,0
0,0,0,210.0,151.0,0.719047619047619,-19.230997267759562,14.648193989071038,0,0,1,8.104401307921613,2454,6,2,89,13,0
0,1,1,230.0,173.0,0.7521739130434782,40.32092417955491,10.55435273481705,1,1,1,3.9512437185814275,29,6,2,22,10,0
0,1,0,239.0,199.0,0.8326359832635983,-32.07624999999999,14.546287234042554,1,0,1,6.354370040797351,1621,3,2,38,2,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,2291,7,1,30,24,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,1296,7,1,30,24,0
0,0,0,39.0,36.0,0.9230769230769231,-13.130459183673452,14.841291836734694,0,0,1,8.104401307921613,1082,3,2,22,13,0
0,1,0,122.0,112.0,0.9180327868852459,-3.9222727272727127,12.802131818181818,1,0,1,6.354370040797351,1764,3,2,26,8,0
0,1,0,322.0,228.0,0.7080745341614907,-9.093888888888898,13.117996825396826,1,0,1,6.354370040797351,2260,3,2,22,8,0
0,1,0,196.0,134.0,0.6836734693877551,-17.948305084745726,13.878041242937854,1,1,1,4.442651256490317,1980,7,2,11,32,0
0,0,0,35.0,32.0,0.9142857142857143,6.834642857142882,14.683966666666668,1,0,1,0.6931471805599453,238,3,2,8,24,0
0,1,0,195.0,162.0,0.8307692307692308,-17.362210526315778,13.643346315789474,1,0,1,6.354370040797351,2394,3,2,38,2,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,2224,7,1,30,24,0
0,1,0,182.0,157.0,0.8626373626373627,-12.062588957055198,13.100024417177915,1,0,1,6.354370040797351,1992,3,2,36,8,0
0,1,0,127.0,96.0,0.7559055118110236,-4.765500000000003,14.293090833333334,1,0,1,1.791759469228055,2085,3,2,40,26,0
0,1,0,212.0,168.0,0.7924528301886793,-27.48260416666662,13.277688541666667,1,0,1,6.354370040797351,2260,3,2,30,2,0
0,1,0,95.0,69.0,0.7263157894736842,25.88730769230773,13.428407692307694,1,0,1,3.5263605246161616,2150,7,2,57,24,0
0,0,0,166.0,115.0,0.6927710843373494,20.94641379310349,11.21482735632184,0,1,1,8.104401307921613,2151,1,2,38,19,0
0,1,0,131.0,107.0,0.816793893129771,46.45514908256882,10.203145871559633,1,1,1,4.442651256490317,1890,7,3,83,24,0
0,1,1,112.0,87.0,0.7767857142857143,56.66071428571428,10.25215,1,1,1,3.1780538303479458,989,7,3,83,24,0
0,1,0,130.0,106.0,0.8153846153846154,46.45514908256882,10.203145871559633,1,1,1,4.442651256490317,1883,7,3,83,24,0
0,1,1,311.0,190.0,0.6109324758842444,-2.4289473684210066,13.99749649122807,1,1,1,2.8903717578961645,136,7,3,50,24,0
0,1,0,114.0,92.0,0.8070175438596491,41.08217209690898,11.49278604845447,1,1,1,1.0986122886681096,2445,1,2,22,23,0
0,1,1,174.0,119.0,0.6839080459770115,39.10500000000002,10.318966666666668,1,1,1,3.6635616461296463,1312,0,2,57,10,0
0,1,1,49.0,47.0,0.9591836734693877,52.265000000000015,11.108466666666667,1,1,1,6.588926477533519,1585,3,1,30,12,0
0,1,1,263.0,153.0,0.5817490494296578,5.424783986175129,13.349872350230415,1,1,1,2.70805020110221,1576,3,2,41,35,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,1296,7,1,30,24,0
0,1,0,225.0,190.0,0.8444444444444444,-19.598571428571375,13.990652380952382,1,0,1,6.354370040797351,1430,3,2,50,8,0
0,0,0,232.0,160.0,0.6896551724137931,-86.68825829383884,18.822238388625593,0,0,1,8.104401307921613,1082,7,3,83,24,0
0,1,1,135.0,118.0,0.8740740740740741,50.86831081081081,11.808964864864866,1,1,1,0.6931471805599453,931,7,2,22,13,0
0,1,1,29.0,23.0,0.7931034482758621,41.72236486486486,12.66247837837838,1,1,1,1.0986122886681096,729,7,3,83,24,0
0,0,0,60.0,47.0,0.7833333333333333,31.585000000000008,11.020744444444446,1,0,1,6.51471269087253,2302,7,2,83,24,0
0,0,0,249.0,152.0,0.6104417670682731,18.096899902818308,12.640860738581146,1,0,1,6.51471269087253,2210,7,2,83,24,0
0,0,1,177.0,120.0,0.6779661016949152,31.597272727272752,14.230281818181819,0,0,1,8.104401307921613,1257,7,1,83,19,0
0,1,0,107.0,89.0,0.8317757009345794,40.61942307692311,11.891392307692307,1,1,1,2.302585092994046,519,7,3,83,23,0
0,1,1,111.0,84.0,0.7567567567567568,17.561571428571455,12.740732380952382,1,1,1,3.8918202981106265,2164,1,2,8,8,0
0,1,0,181.0,160.0,0.8839779005524862,-21.295499999999976,13.602033333333333,1,0,1,6.354370040797351,1504,3,4,38,8,0
0,0,0,38.0,29.0,0.7631578947368421,50.470769230769264,9.544633333333334,0,1,1,8.104401307921613,21,7,2,48,24,0
0,1,0,159.0,141.0,0.8867924528301887,-19.976925182481722,12.942161313868613,1,0,1,6.354370040797351,1992,3,4,58,2,0
0,1,1,280.0,201.0,0.7178571428571429,10.607288557213934,13.157787562189055,1,1,1,4.762173934797756,188,6,2,65,13,0
0,1,1,172.0,137.0,0.7965116279069767,-103.47575471698111,18.427684905660378,1,1,1,4.110873864173311,2445,1,2,50,17,0
0,0,0,212.0,172.0,0.8113207547169812,10.646923076923088,13.066434533551556,0,1,1,8.104401307921613,1530,6,2,22,19,0
1,0,0,550.0,254.0,0.4618181818181818,62.76867971773278,9.295040359663101,1,0,1,1.791759469228055,2309,6,2,8,6,0
0,1,1,132.0,98.0,0.7424242424242424,56.98267942583735,9.947905422647528,1,1,1,1.791759469228055,942,7,2,57,25,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,1173,7,1,30,24,0
0,1,0,243.0,184.0,0.757201646090535,8.529312736443927,12.786019419924338,1,0,1,6.354370040797351,1312,3,2,38,8,0
0,1,1,88.0,61.0,0.6931818181818182,34.424044776119416,10.857571044776119,1,1,1,6.111467339502679,388,1,5,27,32,0
0,1,0,207.0,178.0,0.8599033816425121,-13.70180379746833,13.790510126582278,1,0,1,6.354370040797351,1707,3,2,26,8,0
0,1,0,158.0,143.0,0.9050632911392406,-20.27277397260272,13.558201369863013,1,0,1,6.354370040797351,1936,3,4,36,8,0
0,1,1,282.0,197.0,0.6985815602836879,8.507950191570899,13.191694061302682,1,1,1,2.9444389791664403,1266,1,2,38,15,0
0,1,0,222.0,173.0,0.7792792792792793,-8.115942622950826,13.173726229508198,1,0,1,6.354370040797351,1877,3,2,50,2,0
0,1,0,206.0,175.0,0.8495145631067961,-14.071516497461914,13.373157868020305,1,0,1,6.354370040797351,2399,3,2,58,8,0
0,1,1,233.0,188.0,0.8068669527896996,0.1660169491525778,12.38947562550444,1,0,1,2.639057329615259,729,7,3,83,24,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,136,7,1,30,24,0
0,1,0,173.0,147.0,0.8497109826589595,-7.430145631067944,13.144458113730929,1,1,1,2.639057329615259,2150,1,2,75,23,0
0,1,0,69.0,64.0,0.927536231884058,43.421902173913054,10.89963623188406,1,1,1,1.6094379124341003,264,7,2,119,7,0
1,0,0,194.0,164.0,0.845360824742268,5.977352528089938,13.334746441947566,0,0,1,8.104401307921613,2361,3,2,26,18,0
0,1,0,146.0,131.0,0.8972602739726028,11.273940217391328,12.45045652173913,1,0,1,6.354370040797351,1312,3,2,38,2,0
0,1,1,80.0,64.0,0.8,30.872000000000014,10.403,1,1,1,6.111467339502679,303,0,2,83,2,0
0,1,0,170.0,79.0,0.4647058823529412,-32.28857429718872,15.607720080321284,1,1,1,3.1354942159291497,1082,2,2,60,23,0
0,1,0,122.0,93.0,0.7622950819672131,40.22039800995029,11.343039303482588,1,1,1,2.302585092994046,539,6,2,38,19,0
0,1,0,160.0,142.0,0.8875,-22.550731707317055,13.757660975609756,1,0,1,6.354370040797351,2303,3,2,26,8,0
0,1,1,328.0,203.0,0.6189024390243902,8.06768527060271,13.693872939729397,1,1,1,3.091042453358316,2389,6,2,89,0,1
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,2150,7,1,30,24,0
0,1,0,117.0,91.0,0.7777777777777778,-3.861918604651123,14.433946511627907,0,0,1,8.104401307921613,1953,7,3,83,24,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,127,7,1,30,24,0
1,1,0,50.0,46.0,0.92,32.6442786069652,11.343039303482588,1,1,1,1.0986122886681096,681,3,2,60,23,0
0,1,0,182.0,161.0,0.8846153846153846,-19.73025662251652,13.560754304635763,1,0,1,6.354370040797351,2150,3,2,38,8,0
0,0,0,45.0,41.0,0.9111111111111111,31.97980769230773,12.29326923076923,0,0,1,8.104401307921613,2306,7,3,83,24,0
1,1,1,440.0,283.0,0.6431818181818182,9.99087204063241,12.630327295813878,1,0,1,0.6931471805599453,1484,6,2,60,19,0
0,1,1,66.0,45.0,0.6818181818181818,40.613157894736844,9.731426315789474,1,1,1,6.111467339502679,415,5,2,83,24,0
0,1,0,233.0,180.0,0.7725321888412017,42.78689605215504,10.367126439695763,1,0,1,3.258096538021482,519,0,2,125,19,0
0,0,1,222.0,184.0,0.8288288288288288,-5.056391891891877,13.633645465465465,0,0,1,8.104401307921613,1936,6,2,22,27,0
0,1,0,338.0,182.0,0.5384615384615384,8.083492636579592,13.360671363420428,1,0,1,6.354370040797351,2435,2,2,72,21,0
0,1,0,199.0,163.0,0.8190954773869347,-34.064271457085795,15.28535109780439,1,0,1,6.354370040797351,1430,3,2,50,8,0
0,1,0,191.0,154.0,0.806282722513089,-4.487499999999983,13.68502048192771,1,0,1,6.354370040797351,1675,3,4,50,8,0
0,1,0,185.0,165.0,0.8918918918918919,-20.80181603773582,13.652062264150945,1,0,1,6.354370040797351,2330,3,4,58,8,0
0,1,0,150.0,116.0,0.7733333333333333,23.717176470588242,12.275240392156864,1,1,1,1.3862943611198906,699,6,2,67,21,0
1,1,0,123.0,100.0,0.8130081300813008,44.63565217391306,11.29925652173913,1,1,1,2.9444389791664403,1245,7,3,83,32,0
0,1,1,72.0,54.0,0.75,46.2554310344828,10.526504597701148,1,1,1,6.111467339502679,296,0,3,52,18,0
0,1,1,230.0,182.0,0.7913043478260869,26.400772765246444,10.74174126984127,1,1,1,3.9512437185814275,1312,3,2,60,2,0
0,1,1,46.0,37.0,0.8043478260869565,-1.3533726415093952,13.231435849056604,1,1,1,1.9459101490553132,1650,7,3,83,24,0
0,1,0,124.0,107.0,0.8629032258064516,44.27949635922329,10.867041747572816,1,1,1,1.6094379124341003,2150,2,2,22,24,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,1115,7,1,30,24,0
0,1,0,277.0,211.0,0.7617328519855595,-42.781428571428535,15.793,1,0,1,6.354370040797351,1422,1,2,26,2,0
0,1,1,99.0,78.0,0.7878787878787878,16.0740909090909,11.904972727272728,1,1,1,4.663439094112067,205,7,2,83,24,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,109,7,1,30,24,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,1394,7,1,30,24,0
0,1,0,174.0,148.0,0.8505747126436781,-23.422499999999985,13.692994444444446,1,0,1,6.354370040797351,1460,3,4,30,8,0
0,1,1,93.0,78.0,0.8387096774193549,0.3701388888889028,13.218183950617284,1,1,1,3.4965075614664802,2106,1,2,75,23,0
0,1,0,113.0,93.0,0.8230088495575221,0.8210800970874175,14.111758252427187,1,1,1,1.9459101490553132,729,6,2,60,24,0
0,1,1,145.0,107.0,0.7379310344827587,11.396521739130492,12.140400621118014,1,1,1,2.3978952727983707,1524,1,2,95,32,0
0,1,1,220.0,164.0,0.7454545454545455,33.79250000000002,12.222884523809524,1,1,1,1.3862943611198906,1584,5,5,37,24,0
0,1,0,311.0,234.0,0.752411575562701,3.7865648854962046,12.700797273718647,1,0,1,6.354370040797351,2435,3,2,120,8,0
0,1,0,148.0,128.0,0.8648648648648649,-19.976925182481722,12.942161313868613,1,0,1,6.354370040797351,1991,3,2,58,8,0
0,1,1,89.0,62.0,0.6966292134831461,34.424044776119416,10.857571044776119,1,1,1,6.111467339502679,559,1,5,27,32,0
0,1,0,74.0,60.0,0.8108108108108109,39.8274178403756,10.81501455399061,1,1,1,1.3862943611198906,553,6,2,22,10,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,2093,7,1,30,24,0
0,1,0,231.0,172.0,0.7445887445887446,-30.243173843700134,15.10029202551834,1,1,1,4.0943445622221,554,6,2,38,32,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,1944,7,1,30,24,0
0,1,0,157.0,124.0,0.7898089171974523,15.5988062442608,13.177063452708909,1,0,1,6.354370040797351,2435,3,2,120,8,0
0,1,1,44.0,39.0,0.8863636363636364,15.873181818181848,15.431907792207795,1,0,1,2.995732273553991,188,7,3,83,24,0
0,1,0,245.0,184.0,0.7510204081632653,9.22275535939474,12.72130630517024,1,0,1,6.354370040797351,2150,3,2,38,8,0
0,1,0,180.0,161.0,0.8944444444444445,-19.73025662251652,13.560754304635763,1,0,1,6.354370040797351,2150,3,2,36,8,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,2302,7,1,30,24,0
0,1,0,199.0,173.0,0.8693467336683417,-21.06362261146498,13.629159872611465,1,0,1,6.354370040797351,1279,3,2,66,8,0
0,1,0,96.0,80.0,0.8333333333333334,23.926829268292693,11.055116027874565,1,0,1,2.4849066497880004,820,7,3,83,24,0
0,1,1,52.0,51.0,0.9807692307692307,44.307500000000005,10.35135,1,1,1,6.588926477533519,2453,3,1,30,12,0
0,0,0,28.0,26.0,0.9285714285714286,64.99197740112996,8.894000564971751,0,0,1,8.104401307921613,880,7,3,83,24,1
0,1,0,117.0,91.0,0.7777777777777778,-146.09716981132073,19.864786792452833,0,1,1,8.104401307921613,729,1,2,22,0,0
0,1,0,157.0,124.0,0.7898089171974523,15.5988062442608,13.177063452708909,1,0,1,6.354370040797351,2435,3,2,120,8,0
0,0,0,71.0,56.0,0.7887323943661971,49.37560975609756,10.156498141695703,1,0,1,6.51471269087253,2302,7,2,83,24,0
0,1,1,219.0,150.0,0.684931506849315,7.786785714285742,14.128880952380953,1,1,1,2.3978952727983707,729,1,2,22,24,0
0,1,0,351.0,256.0,0.7293447293447294,-15.455135869565197,13.556079710144928,1,1,1,3.8712010109078907,2302,6,2,22,32,0
0,1,0,167.0,121.0,0.7245508982035929,60.20293539325844,8.998077528089887,1,1,1,1.9459101490553132,1139,1,2,75,19,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,1912,7,1,30,24,0
0,1,0,493.0,274.0,0.5557809330628803,32.249533333333346,12.14401238095238,1,1,1,1.3862943611198906,2150,6,2,70,32,0
0,1,1,188.0,144.0,0.7659574468085106,43.840776255707794,10.32306803652968,1,1,1,2.4849066497880004,539,6,2,60,26,0
0,0,0,184.0,135.0,0.7336956521739131,5.25847426470591,13.295832679738561,0,0,1,8.104401307921613,1566,7,1,71,26,0
0,0,0,321.0,217.0,0.67601246105919,-3.663299927113684,12.8064527696793,0,1,1,8.104401307921613,2047,1,2,108,8,0
0,1,0,7.0,7.0,1.0,86.45000000000002,7.7824,1,0,1,2.8903717578961645,2535,7,3,83,24,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,1104,7,1,30,24,0
1,0,1,146.0,116.0,0.7945205479452054,19.159467213114766,14.209136065573771,0,1,1,8.104401307921613,1082,7,1,83,8,0
0,1,1,96.0,80.0,0.8333333333333334,11.68681818181821,13.602837662337663,1,0,1,2.1972245773362196,1413,7,3,83,24,0
0,0,0,208.0,139.0,0.6682692307692307,28.08176548089594,11.536156766421984,1,1,1,2.1972245773362196,2629,1,2,76,22,0
0,0,1,173.0,121.0,0.6994219653179191,3.670386597938176,12.390656701030927,0,0,1,8.104401307921613,1811,2,2,83,24,0
0,1,0,161.0,121.0,0.7515527950310559,15.43187500000002,14.195500000000001,1,0,1,2.302585092994046,47,6,2,104,28,0
0,1,0,216.0,177.0,0.8194444444444444,-34.064271457085795,15.28535109780439,1,0,1,6.354370040797351,1430,3,2,26,8,0
0,1,0,47.0,41.0,0.8723404255319149,-16.504999999999967,16.471000000000004,1,1,1,2.4849066497880004,242,3,2,120,23,0
0,1,1,333.0,249.0,0.7477477477477478,29.832272727272738,11.306866666666666,1,1,1,1.791759469228055,539,5,2,22,23,0
0,0,0,121.0,94.0,0.7768595041322314,13.030911392405073,13.414483797468355,0,0,1,8.104401307921613,729,6,2,25,32,0
0,0,0,233.0,150.0,0.6437768240343348,-7.369835680751152,13.481048558014756,0,1,1,8.104401307921613,1757,3,2,38,32,0
0,1,0,155.0,128.0,0.8258064516129032,14.836034482758663,11.584701642036125,1,1,1,1.791759469228055,729,3,2,75,2,0
0,1,0,164.0,140.0,0.8536585365853658,-11.665127118644023,12.860886440677966,1,0,1,6.354370040797351,2376,3,2,38,8,0
0,1,1,79.0,66.0,0.8354430379746836,23.693157894736856,11.559742105263158,1,1,1,4.663439094112067,205,7,2,83,24,0
0,1,0,280.0,184.0,0.6571428571428571,50.05945454545454,11.959618181818183,1,0,1,3.2188758248682006,351,1,2,75,19,0
0,1,0,666.0,332.0,0.4984984984984985,4.916923076923098,12.783607692307694,1,1,1,2.5649493574615367,51,1,2,78,24,0
0,1,1,525.0,324.0,0.6171428571428571,10.12560271646862,12.793570522803115,1,1,1,1.3862943611198906,1082,6,2,31,0,1
0,1,1,98.0,70.0,0.7142857142857143,32.678122065727706,10.703817370892018,1,1,1,6.111467339502679,1989,1,2,27,32,0
0,1,0,180.0,159.0,0.8833333333333333,-19.23359693877549,13.515422448979594,1,0,1,6.354370040797351,2150,3,4,38,2,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,2540,7,1,30,24,0
0,1,1,158.0,138.0,0.8734177215189873,36.001321839080475,10.856985057471265,1,1,1,2.8903717578961645,2494,3,0,38,24,0
0,1,1,203.0,142.0,0.6995073891625616,2.880765765765773,12.754966666666666,1,1,1,2.302585092994046,1621,2,2,75,34,0
0,1,1,15.0,14.0,0.9333333333333333,34.160909090909115,9.923918181818184,1,1,1,3.4339872044851463,519,6,2,57,18,0
0,0,0,6.0,2.0,0.3333333333333333,-6.694999999999993,19.5257,0,1,1,8.104401307921613,988,7,3,83,32,1
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,1262,7,1,30,24,0
0,1,1,204.0,141.0,0.6911764705882353,-2.0341956087823974,14.022006746506985,1,0,1,5.14166355650266,2454,7,2,89,13,0
0,0,0,96.0,73.0,0.7604166666666666,54.63280487804883,11.534845644599304,0,1,1,8.104401307921613,2263,6,2,50,17,0
0,1,0,165.0,135.0,0.8181818181818182,28.93420801526719,11.649220610687024,1,1,1,4.8283137373023015,519,7,3,83,24,0
0,1,0,90.0,61.0,0.6777777777777778,34.424044776119416,10.857571044776119,1,0,1,6.111467339502679,609,7,3,27,24,0
0,1,0,236.0,198.0,0.8389830508474576,-31.92881355932201,14.591713559322036,1,0,1,6.354370040797351,1245,3,2,66,2,0
0,1,1,85.0,68.0,0.8,35.423289473684235,10.867468421052632,1,0,1,1.0986122886681096,1082,3,4,78,0,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,2212,7,1,30,24,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,1117,7,1,30,24,0
0,0,0,233.0,150.0,0.6437768240343348,-7.369835680751152,13.481048558014756,0,1,1,8.104401307921613,1121,3,2,38,32,0
0,0,0,130.0,104.0,0.8,35.309411764705914,10.609935294117648,0,1,1,8.104401307921613,1082,7,3,83,24,0
0,0,0,480.0,319.0,0.6645833333333333,9.157102267002529,13.412913743073048,0,1,1,8.104401307921613,1427,6,2,50,19,0
0,0,1,175.0,129.0,0.7371428571428571,-140.53813253012046,19.860220481927712,1,0,1,0.6931471805599453,761,3,2,51,24,0
0,1,0,59.0,44.0,0.7457627118644068,6.441029411764731,14.47544117647059,1,0,1,3.4657359027997265,264,7,3,83,24,0
0,1,1,188.0,145.0,0.7712765957446809,38.95771144278609,10.636024378109454,1,1,1,2.9444389791664403,786,6,2,60,19,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,2129,7,1,30,24,0
0,1,1,125.0,102.0,0.816,45.65734039287909,10.067410251688152,1,1,1,2.639057329615259,881,6,2,57,19,0
0,1,1,209.0,152.0,0.7272727272727273,26.087456797235063,12.840517511520737,1,1,1,4.0943445622221,546,3,2,38,6,0
0,1,0,129.0,105.0,0.813953488372093,46.45514908256882,10.203145871559633,1,1,1,4.442651256490317,1662,7,3,83,24,0
0,1,1,177.0,114.0,0.6440677966101694,43.404726698262266,11.368614249605056,1,1,1,2.833213344056216,931,6,2,75,3,0
0,1,0,148.0,107.0,0.722972972972973,-2.8998913043478183,12.899439130434784,1,1,1,4.6913478822291435,88,6,2,22,19,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,2241,7,1,30,24,0
0,0,0,53.0,45.0,0.8490566037735849,20.40357142857144,15.327507142857144,0,0,1,8.104401307921613,1082,6,2,22,19,0
0,1,0,158.0,145.0,0.9177215189873418,52.21933106575963,11.96718798185941,1,0,1,3.4339872044851463,880,7,3,83,24,0
0,1,0,196.0,146.0,0.7448979591836735,-1.2743333333333169,12.869033333333332,1,1,1,2.995732273553991,1324,3,2,24,8,0
0,1,0,242.0,169.0,0.6983471074380165,36.42054200542009,11.857639295392955,1,0,1,1.9459101490553132,264,0,2,26,8,0
0,1,0,205.0,172.0,0.8390243902439024,-26.801509433962224,15.203035849056604,1,0,1,6.354370040797351,1707,3,2,26,8,0
0,1,1,50.0,49.0,0.98,24.63153225806454,13.573687096774194,1,1,1,6.588926477533519,1484,7,1,30,24,0
0,1,0,179.0,160.0,0.8938547486033519,-20.290521523178796,13.456184768211921,1,0,1,6.354370040797351,2384,3,2,50,8,0
